Employee ID,Employee Type,Department,Workplace Factor,Stress Level,Burnout Frequency,Job Satisfaction,Access to EAPs,Mental Health Absences,Turnover Intention
HCP-02150,Healthcare Administrator,Administration,Poor Work Environment,6,Never,3,Yes,4,No
HCP-02151,Critical Care Nurse,ICU,Poor Work Environment,7,Occasionally,3,Yes,7,No
HCP-02152,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,Yes,6,Yes
HCP-02153,Nursing Assistant,Assisted Living,Poor Work Environment,6,Often,3,Yes,0,Yes
HCP-02154,Healthcare Administrator,Administration,Job Insecurity,6,Occasionally,1,Yes,11,Yes
HCP-02155,Registered Nurse,General Medicine,Heavy Workload,8,Often,3,Yes,8,No
HCP-02156,Registered Nurse,General Medicine,Work-Life Imbalance,7,Occasionally,2,No,7,No
HCP-02157,Registered Nurse,General Medicine,Heavy Workload,7,Often,2,Yes,3,Yes
HCP-02158,Critical Care Nurse,ICU,Heavy Workload,7,Occasionally,3,No,4,No
HCP-02159,Physician (General),General Practice,Heavy Workload,8,Often,2,No,14,Yes
HCP-02160,Nursing Assistant,Assisted Living,Emotional Demands,6,Occasionally,3,Yes,9,No
HCP-02161,Nursing Assistant,Assisted Living,Emotional Demands,6,Occasionally,2,Yes,7,Yes
HCP-02162,Medical Assistant,Outpatient Services,Heavy Workload,9,Often,1,Yes,6,Yes
HCP-02163,Pediatric Nurse,Pediatrics,Emotional Demands,7,Occasionally,2,Yes,10,Yes
HCP-02164,Healthcare Administrator,Administration,Poor Work Environment,6,Often,2,Yes,6,Yes
HCP-02165,Physician (General),General Practice,Work-Life Imbalance,8,Often,1,No,11,No
HCP-02166,Laboratory Technician,Laboratory,Safety Concerns,8,Often,3,No,11,No
HCP-02167,Medical Assistant,Outpatient Services,Work-Life Imbalance,9,Often,1,No,6,Yes
HCP-02168,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,6,No
HCP-02169,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,1,Yes,6,Yes
HCP-02170,Critical Care Nurse,ICU,Heavy Workload,8,Occasionally,2,Yes,9,No
HCP-02171,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,1,Yes,5,Yes
HCP-02172,Registered Nurse,General Medicine,Work-Life Imbalance,9,Occasionally,2,Yes,8,Yes
HCP-02173,Registered Nurse,General Medicine,Heavy Workload,7,Never,2,Yes,6,Yes
HCP-02174,Radiology Technician,Radiology,Career Stagnation,6,Never,1,No,10,No
HCP-02175,Registered Nurse,General Medicine,Heavy Workload,9,Never,4,No,13,No
HCP-02176,Healthcare Administrator,Administration,Career Stagnation,5,Occasionally,3,Yes,2,No
HCP-02177,Critical Care Nurse,ICU,Work-Life Imbalance,7,Occasionally,2,No,13,Yes
HCP-02178,Medical Assistant,Outpatient Services,Heavy Workload,9,Occasionally,1,Yes,6,Yes
HCP-02179,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,2,Yes,10,No
HCP-02180,Physician (Specialist),Specialty Care,Heavy Workload,7,Often,1,No,7,Yes
HCP-02181,Critical Care Nurse,ICU,Heavy Workload,8,Often,3,No,10,Yes
HCP-02182,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,Yes,9,Yes
HCP-02183,Registered Nurse,General Medicine,Poor Work Environment,7,Occasionally,2,Yes,7,Yes
HCP-02184,Critical Care Nurse,ICU,Poor Work Environment,7,Occasionally,3,No,11,No
HCP-02185,Nursing Assistant,Assisted Living,Heavy Workload,7,Occasionally,4,Yes,7,No
HCP-02186,Laboratory Technician,Laboratory,Unclear Job Expectations,5,Never,3,Yes,6,No
HCP-02187,Radiology Technician,Radiology,Poor Work Environment,8,Often,1,Yes,8,Yes
HCP-02188,Healthcare Administrator,Administration,Career Stagnation,5,Often,2,No,3,No
HCP-02189,Healthcare Administrator,Administration,Poor Work Environment,7,Never,5,Yes,7,Yes
HCP-02190,Nursing Assistant,Assisted Living,Emotional Demands,7,Never,4,No,7,Yes
HCP-02191,Critical Care Nurse,ICU,Heavy Workload,8,Occasionally,1,Yes,5,Yes
HCP-02192,Radiology Technician,Radiology,Poor Work Environment,6,Often,1,Yes,5,Yes
HCP-02193,Nursing Assistant,Assisted Living,Emotional Demands,8,Occasionally,1,No,10,Yes
HCP-02194,Medical Assistant,Outpatient Services,Poor Work Environment,7,Occasionally,2,Yes,7,No
HCP-02195,Registered Nurse,General Medicine,Work-Life Imbalance,8,Occasionally,1,Yes,10,Yes
HCP-02196,Physician (General),General Practice,Work-Life Imbalance,8,Often,2,Yes,10,Yes
HCP-02197,Physician (General),General Practice,Heavy Workload,9,Occasionally,1,No,12,Yes
HCP-02198,Radiology Technician,Radiology,Career Stagnation,4,Occasionally,3,Yes,5,Yes
HCP-02199,Physician (Specialist),Specialty Care,Heavy Workload,8,Never,3,Yes,8,Yes
HCP-02200,Pediatric Nurse,Pediatrics,Work-Life Imbalance,8,Often,1,Yes,9,Yes
HCP-02201,Laboratory Technician,Laboratory,Safety Concerns,8,Often,1,Yes,8,No
HCP-02202,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,8,Yes
HCP-02203,Physician (General),General Practice,Work-Life Imbalance,7,Occasionally,1,No,15,Yes
HCP-02204,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,3,Yes,7,Yes
HCP-02205,Nursing Assistant,Assisted Living,Poor Work Environment,6,Never,4,Yes,8,No
HCP-02206,Radiology Technician,Radiology,Safety Concerns,7,Occasionally,1,Yes,4,Yes
HCP-02207,Critical Care Nurse,ICU,Heavy Workload,9,Often,1,No,13,Yes
HCP-02208,Radiology Technician,Radiology,Poor Work Environment,7,Occasionally,2,Yes,9,No
HCP-02209,Critical Care Nurse,ICU,Heavy Workload,8,Often,2,Yes,4,Yes
HCP-02210,Radiology Technician,Radiology,Career Stagnation,4,Occasionally,3,No,6,No
HCP-02211,Healthcare Administrator,Administration,Career Stagnation,5,Occasionally,3,Yes,6,No
HCP-02212,Healthcare Administrator,Administration,Career Stagnation,5,Never,3,Yes,5,No
HCP-02213,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,9,Yes
HCP-02214,Laboratory Technician,Laboratory,Poor Work Environment,8,Never,3,No,10,Yes
HCP-02215,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,2,Yes,6,No
HCP-02216,Critical Care Nurse,ICU,Heavy Workload,8,Occasionally,4,No,17,No
HCP-02217,Healthcare Administrator,Administration,Poor Work Environment,7,Never,1,Yes,5,Yes
HCP-02218,Critical Care Nurse,ICU,Poor Work Environment,7,Often,2,Yes,7,Yes
HCP-02219,Radiology Technician,Radiology,Heavy Workload,7,Occasionally,3,Yes,5,Yes
HCP-02220,Registered Nurse,General Medicine,Career Stagnation,4,Never,5,No,0,No
HCP-02221,Nursing Assistant,Assisted Living,Poor Work Environment,6,Never,2,Yes,4,Yes
HCP-02222,Physician (Specialist),Specialty Care,Poor Work Environment,6,Occasionally,3,Yes,3,Yes
HCP-02223,Registered Nurse,General Medicine,Heavy Workload,7,Often,1,Yes,9,No
HCP-02224,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,Yes,6,Yes
HCP-02225,Registered Nurse,General Medicine,Work-Life Imbalance,9,Often,1,Yes,7,Yes
HCP-02226,Physician (General),General Practice,Safety Concerns,8,Occasionally,3,Yes,5,No
HCP-02227,Critical Care Nurse,ICU,Safety Concerns,8,Often,2,Yes,8,Yes
HCP-02228,Medical Assistant,Outpatient Services,Poor Work Environment,6,Often,1,Yes,4,Yes
HCP-02229,Critical Care Nurse,ICU,Safety Concerns,8,Often,2,No,12,No
HCP-02230,Critical Care Nurse,ICU,Heavy Workload,8,Never,1,No,10,Yes
HCP-02231,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,1,Yes,7,Yes
HCP-02232,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,10,Yes
HCP-02233,Radiology Technician,Radiology,Safety Concerns,7,Often,1,Yes,7,Yes
HCP-02234,Radiology Technician,Radiology,Poor Work Environment,6,Often,3,Yes,6,Yes
HCP-02235,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,1,Yes,5,Yes
HCP-02236,Medical Assistant,Outpatient Services,Heavy Workload,9,Often,2,Yes,8,Yes
HCP-02237,Radiology Technician,Radiology,Poor Work Environment,8,Occasionally,3,No,10,Yes
HCP-02238,Registered Nurse,General Medicine,Work-Life Imbalance,9,Often,2,Yes,11,Yes
HCP-02239,Registered Nurse,General Medicine,Poor Work Environment,7,Often,2,Yes,5,Yes
HCP-02240,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,13,Yes
HCP-02241,Healthcare Administrator,Administration,Job Insecurity,5,Never,4,Yes,6,No
HCP-02242,Registered Nurse,General Medicine,Career Stagnation,4,Occasionally,3,No,1,No
HCP-02243,Medical Assistant,Outpatient Services,Poor Work Environment,8,Occasionally,4,Yes,6,No
HCP-02244,Laboratory Technician,Laboratory,Poor Work Environment,8,Occasionally,2,No,14,Yes
HCP-02245,Radiology Technician,Radiology,Safety Concerns,7,Occasionally,3,Yes,9,No
HCP-02246,Physician (Specialist),Specialty Care,Poor Work Environment,6,Occasionally,1,Yes,6,Yes
HCP-02247,Registered Nurse,General Medicine,Poor Work Environment,6,Never,3,No,8,No
HCP-02248,Healthcare Administrator,Administration,Job Insecurity,5,Occasionally,4,Yes,2,Yes
HCP-02249,Medical Assistant,Outpatient Services,Poor Work Environment,6,Often,3,Yes,8,Yes
HCP-02250,Registered Nurse,General Medicine,Work-Life Imbalance,9,Often,1,No,8,Yes
HCP-02251,Registered Nurse,General Medicine,Work-Life Imbalance,8,Occasionally,4,Yes,9,Yes
HCP-02252,Radiology Technician,Radiology,Heavy Workload,9,Often,1,Yes,11,Yes
HCP-02253,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,2,Yes,9,Yes
HCP-02254,Healthcare Administrator,Administration,Job Insecurity,6,Occasionally,3,Yes,7,Yes
HCP-02255,Radiology Technician,Radiology,Safety Concerns,9,Often,1,Yes,12,No
HCP-02256,Medical Assistant,Outpatient Services,Heavy Workload,8,Often,1,No,10,Yes
HCP-02257,Physician (Specialist),Specialty Care,Poor Work Environment,7,Never,4,Yes,6,Yes
HCP-02258,Physician (General),General Practice,Heavy Workload,8,Often,1,Yes,7,Yes
HCP-02259,Critical Care Nurse,ICU,Poor Work Environment,7,Often,1,Yes,5,Yes
HCP-02260,Physician (General),General Practice,Heavy Workload,9,Often,2,Yes,7,Yes
HCP-02261,Healthcare Administrator,Administration,Career Stagnation,6,Often,3,Yes,6,No
HCP-02262,Medical Assistant,Outpatient Services,Poor Work Environment,7,Occasionally,3,Yes,6,No
HCP-02263,Radiology Technician,Radiology,Poor Work Environment,8,Often,1,No,10,Yes
HCP-02264,Physician (General),General Practice,Heavy Workload,7,Occasionally,1,Yes,4,Yes
HCP-02265,Medical Assistant,Outpatient Services,Work-Life Imbalance,9,Often,2,Yes,8,Yes
HCP-02266,Medical Assistant,Outpatient Services,Poor Work Environment,7,Never,3,Yes,9,No
HCP-02267,Medical Assistant,Outpatient Services,Poor Work Environment,6,Occasionally,3,Yes,3,Yes
HCP-02268,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,2,No,10,Yes
HCP-02269,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,2,Yes,5,Yes
HCP-02270,Physician (Specialist),Specialty Care,Poor Work Environment,6,Occasionally,1,Yes,3,Yes
HCP-02271,Registered Nurse,General Medicine,Heavy Workload,9,Often,3,Yes,10,Yes
HCP-02272,Pediatric Nurse,Pediatrics,Work-Life Imbalance,7,Often,2,Yes,6,Yes
HCP-02273,Physician (Specialist),Specialty Care,Heavy Workload,9,Often,2,No,16,Yes
HCP-02274,Nursing Assistant,Assisted Living,Heavy Workload,9,Occasionally,4,Yes,9,Yes
HCP-02275,Laboratory Technician,Laboratory,Safety Concerns,8,Occasionally,4,Yes,9,Yes
HCP-02276,Medical Assistant,Outpatient Services,Work-Life Imbalance,8,Often,2,Yes,5,Yes
HCP-02277,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,1,Yes,8,Yes
HCP-02278,Physician (Specialist),Specialty Care,Poor Work Environment,7,Often,3,Yes,5,No
HCP-02279,Medical Assistant,Outpatient Services,Heavy Workload,9,Occasionally,2,No,7,No
HCP-02280,Registered Nurse,General Medicine,Poor Work Environment,7,Occasionally,2,Yes,8,Yes
HCP-02281,Critical Care Nurse,ICU,Heavy Workload,8,Occasionally,2,No,12,Yes
HCP-02282,Pediatric Nurse,Pediatrics,Heavy Workload,9,Occasionally,2,Yes,9,Yes
HCP-02283,Physician (General),General Practice,Heavy Workload,8,Occasionally,3,No,7,No
HCP-02284,Registered Nurse,General Medicine,Poor Work Environment,7,Often,2,Yes,7,No
HCP-02285,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,3,Yes,4,Yes
HCP-02286,Critical Care Nurse,ICU,Heavy Workload,9,Often,2,No,14,Yes
HCP-02287,Laboratory Technician,Laboratory,Poor Work Environment,8,Often,2,Yes,5,Yes
HCP-02288,Critical Care Nurse,ICU,Heavy Workload,8,Occasionally,2,Yes,5,Yes
HCP-02289,Physician (Specialist),Specialty Care,Heavy Workload,7,Often,3,No,9,No
HCP-02290,Registered Nurse,General Medicine,Work-Life Imbalance,7,Occasionally,2,Yes,7,Yes
HCP-02291,Medical Assistant,Outpatient Services,Heavy Workload,8,Often,1,Yes,7,Yes
HCP-02292,Critical Care Nurse,ICU,Heavy Workload,8,Often,2,No,6,Yes
HCP-02293,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,2,No,14,Yes
HCP-02294,Physician (Specialist),Specialty Care,Poor Work Environment,7,Often,1,No,3,Yes
HCP-02295,Registered Nurse,General Medicine,Heavy Workload,8,Often,1,Yes,5,No
HCP-02296,Registered Nurse,General Medicine,Unclear Job Expectations,6,Occasionally,1,Yes,5,Yes
HCP-02297,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,No,6,Yes
HCP-02298,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,Yes,10,Yes
HCP-02299,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,2,No,5,No
HCP-02300,Critical Care Nurse,ICU,Heavy Workload,8,Often,2,Yes,11,Yes
HCP-02301,Healthcare Administrator,Administration,Career Stagnation,6,Occasionally,2,Yes,8,Yes
HCP-02302,Medical Assistant,Outpatient Services,Heavy Workload,8,Often,2,Yes,10,Yes
HCP-02303,Physician (Specialist),Specialty Care,Poor Work Environment,7,Never,3,No,14,No
HCP-02304,Critical Care Nurse,ICU,Safety Concerns,8,Never,3,Yes,8,Yes
HCP-02305,Laboratory Technician,Laboratory,Safety Concerns,9,Often,1,No,7,Yes
HCP-02306,Pediatric Nurse,Pediatrics,Work-Life Imbalance,7,Never,3,No,8,No
HCP-02307,Registered Nurse,General Medicine,Work-Life Imbalance,8,Occasionally,3,No,8,Yes
HCP-02308,Medical Assistant,Outpatient Services,Poor Work Environment,8,Often,1,No,7,Yes
HCP-02309,Registered Nurse,General Medicine,Poor Work Environment,6,Never,5,No,8,No
HCP-02310,Critical Care Nurse,ICU,Heavy Workload,9,Occasionally,2,No,10,Yes
HCP-02311,Physician (Specialist),Specialty Care,Heavy Workload,9,Often,1,Yes,7,Yes
HCP-02312,Radiology Technician,Radiology,Poor Work Environment,7,Occasionally,3,Yes,6,No
HCP-02313,Physician (Specialist),Specialty Care,Poor Work Environment,7,Often,1,Yes,8,Yes
HCP-02314,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,2,Yes,9,No
HCP-02315,Laboratory Technician,Laboratory,Safety Concerns,8,Often,3,Yes,4,No
HCP-02316,Registered Nurse,General Medicine,Unclear Job Expectations,4,Occasionally,2,Yes,3,Yes
HCP-02317,Critical Care Nurse,ICU,Heavy Workload,8,Often,2,No,9,Yes
HCP-02318,Pediatric Nurse,Pediatrics,Emotional Demands,6,Occasionally,2,Yes,3,Yes
HCP-02319,Physician (General),General Practice,Heavy Workload,7,Often,2,Yes,6,Yes
HCP-02320,Physician (General),General Practice,Safety Concerns,9,Often,1,No,11,Yes
HCP-02321,Radiology Technician,Radiology,Safety Concerns,8,Occasionally,2,Yes,9,Yes
HCP-02322,Nursing Assistant,Assisted Living,Emotional Demands,8,Never,5,Yes,8,Yes
HCP-02323,Medical Assistant,Outpatient Services,Heavy Workload,7,Occasionally,1,No,6,Yes
HCP-02324,Critical Care Nurse,ICU,Poor Work Environment,7,Never,4,Yes,11,No
HCP-02325,Healthcare Administrator,Administration,Career Stagnation,4,Occasionally,3,Yes,5,No
HCP-02326,Laboratory Technician,Laboratory,Safety Concerns,9,Often,2,Yes,10,Yes
HCP-02327,Healthcare Administrator,Administration,Career Stagnation,5,Occasionally,3,Yes,7,No
HCP-02328,Registered Nurse,General Medicine,Poor Work Environment,6,Occasionally,3,No,8,No
HCP-02329,Medical Assistant,Outpatient Services,Poor Work Environment,8,Often,1,Yes,10,Yes
HCP-02330,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,4,No,9,No
HCP-02331,Critical Care Nurse,ICU,Heavy Workload,9,Often,2,Yes,9,Yes
HCP-02332,Registered Nurse,General Medicine,Work-Life Imbalance,9,Often,1,Yes,10,No
HCP-02333,Medical Assistant,Outpatient Services,Career Stagnation,6,Never,3,No,12,No
HCP-02334,Nursing Assistant,Assisted Living,Emotional Demands,8,Often,2,No,14,No
HCP-02335,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,4,Yes,9,No
HCP-02336,Pediatric Nurse,Pediatrics,Heavy Workload,7,Often,3,Yes,8,No
HCP-02337,Physician (General),General Practice,Heavy Workload,7,Never,4,No,11,No
HCP-02338,Pediatric Nurse,Pediatrics,Heavy Workload,8,Occasionally,1,Yes,9,Yes
HCP-02339,Registered Nurse,General Medicine,Poor Work Environment,8,Occasionally,4,Yes,10,Yes
HCP-02340,Physician (General),General Practice,Work-Life Imbalance,7,Never,4,No,8,Yes
HCP-02341,Healthcare Administrator,Administration,Job Insecurity,6,Often,1,Yes,8,No
HCP-02342,Registered Nurse,General Medicine,Heavy Workload,8,Often,1,Yes,8,Yes
HCP-02343,Registered Nurse,General Medicine,Poor Work Environment,7,Often,2,Yes,8,No
HCP-02344,Pediatric Nurse,Pediatrics,Heavy Workload,9,Occasionally,2,No,15,Yes
HCP-02345,Laboratory Technician,Laboratory,Poor Work Environment,7,Occasionally,2,Yes,8,Yes
HCP-02346,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,1,No,13,Yes
HCP-02347,Nursing Assistant,Assisted Living,Heavy Workload,7,Occasionally,1,Yes,6,Yes
HCP-02348,Pediatric Nurse,Pediatrics,Heavy Workload,9,Often,1,Yes,11,No
HCP-02349,Medical Assistant,Outpatient Services,Heavy Workload,7,Occasionally,2,Yes,8,Yes
HCP-02350,Registered Nurse,General Medicine,Career Stagnation,4,Never,4,Yes,4,Yes
HCP-02351,Medical Assistant,Outpatient Services,Poor Work Environment,7,Often,1,Yes,9,Yes
HCP-02352,Radiology Technician,Radiology,Safety Concerns,9,Often,2,Yes,14,Yes
HCP-02353,Medical Assistant,Outpatient Services,Heavy Workload,8,Often,2,No,6,Yes
HCP-02354,Radiology Technician,Radiology,Poor Work Environment,7,Never,5,No,6,No
HCP-02355,Nursing Assistant,Assisted Living,Heavy Workload,8,Occasionally,2,Yes,13,Yes
HCP-02356,Registered Nurse,General Medicine,Poor Work Environment,6,Occasionally,1,No,9,Yes
HCP-02357,Radiology Technician,Radiology,Heavy Workload,9,Occasionally,2,Yes,9,Yes
HCP-02358,Registered Nurse,General Medicine,Career Stagnation,5,Never,3,Yes,4,Yes
HCP-02359,Physician (Specialist),Specialty Care,Poor Work Environment,6,Often,3,Yes,8,No
HCP-02360,Registered Nurse,General Medicine,Work-Life Imbalance,8,Often,1,Yes,13,Yes
HCP-02361,Registered Nurse,General Medicine,Poor Work Environment,8,Often,2,Yes,6,No
HCP-02362,Physician (General),General Practice,Heavy Workload,8,Occasionally,3,Yes,7,No
HCP-02363,Critical Care Nurse,ICU,Heavy Workload,9,Often,2,Yes,8,Yes
HCP-02364,Physician (Specialist),Specialty Care,Heavy Workload,7,Never,4,Yes,8,No
HCP-02365,Medical Assistant,Outpatient Services,Heavy Workload,9,Often,2,No,14,Yes
HCP-02366,Registered Nurse,General Medicine,Heavy Workload,7,Often,2,No,13,Yes
HCP-02367,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,Yes,10,Yes
HCP-02368,Medical Assistant,Outpatient Services,Heavy Workload,8,Often,1,No,17,Yes
HCP-02369,Critical Care Nurse,ICU,Heavy Workload,8,Often,2,Yes,6,No
HCP-02370,Nursing Assistant,Assisted Living,Poor Work Environment,8,Occasionally,2,No,7,Yes
HCP-02371,Nursing Assistant,Assisted Living,Emotional Demands,6,Occasionally,1,Yes,8,Yes
HCP-02372,Healthcare Administrator,Administration,Poor Work Environment,7,Occasionally,4,Yes,7,No
HCP-02373,Nursing Assistant,Assisted Living,Heavy Workload,8,Never,2,Yes,5,No
HCP-02374,Physician (General),General Practice,Work-Life Imbalance,7,Occasionally,4,Yes,6,Yes
HCP-02375,Nursing Assistant,Assisted Living,Heavy Workload,9,Occasionally,3,Yes,9,Yes
HCP-02376,Critical Care Nurse,ICU,Heavy Workload,9,Often,2,Yes,7,No
HCP-02377,Critical Care Nurse,ICU,Heavy Workload,7,Occasionally,1,Yes,4,Yes
HCP-02378,Healthcare Administrator,Administration,Career Stagnation,5,Occasionally,2,Yes,4,Yes
HCP-02379,Physician (General),General Practice,Work-Life Imbalance,8,Often,2,No,6,Yes
HCP-02380,Healthcare Administrator,Administration,Career Stagnation,6,Occasionally,4,Yes,7,No
HCP-02381,Healthcare Administrator,Administration,Career Stagnation,4,Occasionally,3,No,0,No
HCP-02382,Radiology Technician,Radiology,Safety Concerns,8,Often,1,Yes,8,No
HCP-02383,Radiology Technician,Radiology,Heavy Workload,8,Occasionally,1,Yes,9,Yes
HCP-02384,Physician (General),General Practice,Work-Life Imbalance,8,Often,3,Yes,7,Yes
HCP-02385,Critical Care Nurse,ICU,Heavy Workload,8,Occasionally,1,No,13,Yes
HCP-02386,Medical Assistant,Outpatient Services,Poor Work Environment,6,Often,1,Yes,3,Yes
HCP-02387,Pediatric Nurse,Pediatrics,Heavy Workload,9,Often,2,Yes,7,Yes
HCP-02388,Medical Assistant,Outpatient Services,Career Stagnation,4,Occasionally,2,Yes,3,No
HCP-02389,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,3,Yes,10,No
HCP-02390,Nursing Assistant,Assisted Living,Heavy Workload,8,Occasionally,1,Yes,8,Yes
HCP-02391,Pediatric Nurse,Pediatrics,Emotional Demands,7,Often,1,Yes,11,Yes
HCP-02392,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,No,8,Yes
HCP-02393,Physician (General),General Practice,Unclear Job Expectations,5,Occasionally,3,No,2,No
HCP-02394,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,No,16,Yes
HCP-02395,Radiology Technician,Radiology,Safety Concerns,9,Often,2,Yes,6,Yes
HCP-02396,Critical Care Nurse,ICU,Heavy Workload,8,Often,1,Yes,9,No
HCP-02397,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,3,Yes,7,Yes
HCP-02398,Registered Nurse,General Medicine,Work-Life Imbalance,7,Occasionally,1,No,2,Yes
HCP-02399,Medical Assistant,Outpatient Services,Heavy Workload,8,Occasionally,4,Yes,7,Yes
HCP-02400,Medical Assistant,Outpatient Services,Poor Work Environment,6,Often,2,Yes,7,Yes
HCP-02401,Critical Care Nurse,ICU,Heavy Workload,9,Often,1,No,7,Yes
HCP-02402,Registered Nurse,General Medicine,Poor Work Environment,7,Often,1,Yes,8,Yes
HCP-02403,Physician (General),General Practice,Work-Life Imbalance,8,Never,2,Yes,9,Yes
HCP-02404,Critical Care Nurse,ICU,Heavy Workload,8,Often,1,Yes,5,Yes
HCP-02405,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,1,Yes,8,Yes
HCP-02406,Medical Assistant,Outpatient Services,Poor Work Environment,6,Occasionally,2,No,12,No
HCP-02407,Pediatric Nurse,Pediatrics,Emotional Demands,6,Occasionally,3,Yes,7,Yes
HCP-02408,Registered Nurse,General Medicine,Unclear Job Expectations,4,Occasionally,3,Yes,3,Yes
HCP-02409,Laboratory Technician,Laboratory,Safety Concerns,9,Occasionally,1,Yes,9,Yes
HCP-02410,Physician (General),General Practice,Work-Life Imbalance,9,Often,2,Yes,7,Yes
HCP-02411,Nursing Assistant,Assisted Living,Heavy Workload,9,Occasionally,3,Yes,11,Yes
HCP-02412,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,1,Yes,11,Yes
HCP-02413,Physician (Specialist),Specialty Care,Poor Work Environment,6,Never,4,Yes,6,No
HCP-02414,Registered Nurse,General Medicine,Work-Life Imbalance,9,Occasionally,2,Yes,9,Yes
HCP-02415,Physician (Specialist),Specialty Care,Poor Work Environment,6,Never,5,No,5,No
HCP-02416,Laboratory Technician,Laboratory,Poor Work Environment,6,Often,1,Yes,3,No
HCP-02417,Pediatric Nurse,Pediatrics,Heavy Workload,7,Occasionally,4,No,7,Yes
HCP-02418,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,2,Yes,7,Yes
HCP-02419,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,Yes,11,Yes
HCP-02420,Pediatric Nurse,Pediatrics,Emotional Demands,6,Occasionally,3,No,10,No
HCP-02421,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,9,No
HCP-02422,Registered Nurse,General Medicine,Poor Work Environment,7,Never,5,Yes,9,Yes
HCP-02423,Healthcare Administrator,Administration,Career Stagnation,4,Never,4,Yes,2,Yes
HCP-02424,Physician (General),General Practice,Heavy Workload,8,Often,1,Yes,10,No
HCP-02425,Critical Care Nurse,ICU,Heavy Workload,9,Occasionally,1,Yes,7,Yes
HCP-02426,Radiology Technician,Radiology,Safety Concerns,9,Never,1,Yes,11,Yes
HCP-02427,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,2,Yes,7,Yes
HCP-02428,Laboratory Technician,Laboratory,Safety Concerns,8,Never,3,Yes,4,No
HCP-02429,Critical Care Nurse,ICU,Heavy Workload,8,Often,2,No,12,Yes
HCP-02430,Radiology Technician,Radiology,Poor Work Environment,7,Occasionally,2,Yes,8,Yes
HCP-02431,Medical Assistant,Outpatient Services,Poor Work Environment,8,Often,2,Yes,7,Yes
HCP-02432,Healthcare Administrator,Administration,Career Stagnation,4,Often,2,Yes,3,No
HCP-02433,Laboratory Technician,Laboratory,Safety Concerns,9,Often,1,Yes,8,No
HCP-02434,Critical Care Nurse,ICU,Heavy Workload,8,Never,2,Yes,4,Yes
HCP-02435,Laboratory Technician,Laboratory,Safety Concerns,7,Never,1,Yes,2,No
HCP-02436,Pediatric Nurse,Pediatrics,Unclear Job Expectations,6,Occasionally,4,Yes,8,No
HCP-02437,Pediatric Nurse,Pediatrics,Heavy Workload,8,Often,2,No,7,Yes
HCP-02438,Critical Care Nurse,ICU,Heavy Workload,8,Often,3,No,15,Yes
HCP-02439,Physician (Specialist),Specialty Care,Poor Work Environment,6,Occasionally,2,Yes,8,Yes
HCP-02440,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,No,14,Yes
HCP-02441,Medical Assistant,Outpatient Services,Heavy Workload,9,Often,2,No,9,Yes
HCP-02442,Physician (Specialist),Specialty Care,Poor Work Environment,7,Occasionally,2,Yes,3,Yes
HCP-02443,Healthcare Administrator,Administration,Career Stagnation,6,Often,1,No,4,Yes
HCP-02444,Healthcare Administrator,Administration,Poor Work Environment,6,Never,4,Yes,5,Yes
HCP-02445,Physician (General),General Practice,Heavy Workload,7,Occasionally,4,Yes,2,No
